filename,size,time
130720.svg,11104,17.636127999139717
15188.svg,44780,202.18970800124225
85786.svg,31436,153.27267899920116
65560.svg,14162,64.02516799971636
192886.svg,26295,29.616046998853562
162055.svg,40141,488.08976899999834
85533.svg,14148,28.591156000402407
133262.svg,10381,20.75209599934169
96619.svg,12201,17.414101001122617
173591.svg,39971,124.32813700070255
31737.svg,38140,46.5978920001362
85500.svg,12963,40.98046500075725
2308.svg,41371,99.19062300104997
29376.svg,10956,25.379448999956367
30664.svg,35177,69.19651499993051
171324.svg,47328,140.78499399875
102617.svg,14638,35.05511799994565
168002.svg,14859,26.975012999173487
47810.svg,19071,20.01618000031158
193619.svg,13005,25.613891000830336
131086.svg,29005,77.38783900094859
108598.svg,39728,64.43099199896096
68825.svg,26294,112.20723400037969
103315.svg,11115,29.88311900116969
175298.svg,49019,38.85869999976421
190098.svg,12686,31.407178999870666
162326.svg,19961,24.929922001319937
157912.svg,13228,23.639282000658568
165931.svg,10449,11.301660999379237
27425.svg,46833,90.3949810017366
150470.svg,10552,13.579921000200557
170532.svg,19210,57.56935199860891
2804.svg,30827,74.4428540001536
11058.svg,12552,30.42932800053677
152425.svg,12196,30.51174199936213
137213.svg,15945,47.23835900040285
5257.svg,36007,127.54513399886491
194873.svg,34663,79.87275800041971
26372.svg,43323,100.46051399876887
5149.svg,36542,93.81739499985997
145172.svg,34838,51.78981899916835
128859.svg,39870,58.94285700014734
125132.svg,10119,14.48558599986427
146869.svg,10848,15.759996000269894
107601.svg,16853,42.51052600011462
113387.svg,30691,44.50490199997148
103786.svg,37005,435.31570800041663
146542.svg,46866,82.4005180002132
176314.svg,23252,48.42478299906361
182634.svg,25018,5.542427001273609
33870.svg,11886,20.87172100073076
44012.svg,32125,68.68346900046163
162107.svg,47344,81.50846799981082
162862.svg,16583,125.75579400072456
89909.svg,27580,52.347258000736474
51154.svg,32471,97.54684799918323
201492.svg,16614,34.07651499946951
178484.svg,14871,16.08155100075237
69503.svg,11436,32.12924900071812
103910.svg,27537,50.45915300070192
64366.svg,11434,22.324145000311546
41059.svg,17776,28.645427999435924
80050.svg,11858,36.68874299910385
174863.svg,21790,46.575169999414356
122990.svg,31320,73.7193719996867
38508.svg,38624,121.60200300058932
57010.svg,36898,71.49670600119862
102012.svg,24014,36.85122000024421
30629.svg,23033,56.737265000265324
75994.svg,10089,16.2022779986728
25010.svg,33981,392.4907090004126
161531.svg,32524,99.0732720001688
149728.svg,23080,32.457346000228426
92502.svg,21860,57.79108900060237
51244.svg,11550,32.04188400013663
36751.svg,20581,51.94624300020223
196737.svg,20205,23.603524999998626
117649.svg,22547,49.745098998755566
32752.svg,47608,125.21373399977165
9895.svg,36895,135.42566199976136
30731.svg,33878,66.09416299943405
173520.svg,36780,107.97386100057338
79342.svg,35333,72.31409599990002
19285.svg,24770,55.92496499957633
123900.svg,24195,74.2030130004423
98456.svg,23797,50.317186000029324
136080.svg,11341,24.410464000538923
28798.svg,20318,36.86023699992802
6684.svg,20949,37.2860089992173
108251.svg,45480,270.192425001369
147641.svg,26469,32.60702799889259
61668.svg,32007,210.85632700123824
167285.svg,46154,137.1755869986373
161638.svg,15290,38.00184700048703
18512.svg,46494,137.28360200002498
156917.svg,25354,71.3152939988504
125230.svg,34758,66.04699399940728
51802.svg,24833,38.240566000240506
146944.svg,12254,28.24750900072104
89682.svg,19453,36.15887699925224
36189.svg,32194,69.29455899989989
61685.svg,21883,27.382719999877736
199720.svg,12668,26.10524499868916
194050.svg,11827,23.046354999678442
152442.svg,20267,58.15100600011647
192896.svg,24888,31.988192000426352
75731.svg,35240,55.43535300057556
100294.svg,41996,160.5456930010405
106683.svg,19606,48.1401269989874
147716.svg,23423,66.0097849995509
89532.svg,47950,30.232697001338238
35076.svg,11353,26.09151900105644
13340.svg,20376,45.28633200061449
187764.svg,25670,47.93066199999885
162502.svg,24818,46.82729500018468
105779.svg,16662,28.913703999933205
91469.svg,47881,127.59785400157853
198431.svg,14738,38.06325199911953
12206.svg,16412,52.62279700036743
175334.svg,49019,39.32980600075098
23638.svg,14441,20.538744000077713
19519.svg,23897,42.61956200025452
102797.svg,27316,41.82857200066792
27664.svg,29767,73.30430999900273
101647.svg,15180,26.221434000035515
94380.svg,16892,82.1812049998698
150286.svg,23209,21.964087000014842
180778.svg,35362,31.813764000617084
153466.svg,20671,36.88293899904238
100147.svg,42084,89.00193800036504
50746.svg,18168,39.48857599971234
139923.svg,28353,42.459549998966395
170957.svg,16948,20.493387999522383
200586.svg,15515,30.23080300044967
30817.svg,47464,114.88429400014866
40714.svg,11034,23.791729001459316
7228.svg,39862,123.13806599922827
17757.svg,45183,96.70062500117638
154384.svg,48315,410.5637200009369
92311.svg,47842,295.1370649989258
87091.svg,43582,72.49264199890604
186763.svg,29357,59.76101799933531
110501.svg,11023,15.33331199971144
67649.svg,21111,68.03826400027901
38586.svg,12639,12.0631850004429
86431.svg,15748,19.632647999969777
160492.svg,43437,104.92591300135246
147002.svg,13619,39.61070600053063
123031.svg,15387,28.263739999601967
100190.svg,12647,15.97406799919554
59677.svg,10763,21.746288000940694
22044.svg,34828,93.5544399999344
115531.svg,44135,82.38100100061274
29869.svg,28338,62.42590599867981
175450.svg,26361,74.45866399939405
172899.svg,12409,39.46035300032236
14399.svg,37875,69.2862640007661
130645.svg,30156,46.85290300039924
38751.svg,12761,18.87912900019728
82219.svg,10217,17.77016100095352
36897.svg,26782,32.27347000029113
183248.svg,10697,21.09978999942541
142600.svg,47509,101.84596300132398
16875.svg,17651,29.912084000898176
119149.svg,33865,58.69562299994868
161879.svg,17940,54.16017199968337
145104.svg,32962,73.81637399885221
115842.svg,37976,111.3659889997507
89064.svg,18627,42.178510999292484
29078.svg,15307,20.793374000277254
142907.svg,45972,444.84871800159453
48003.svg,11867,24.80426600050123
172087.svg,30310,62.85635699896375
6065.svg,40742,157.58889500102669
47258.svg,23676,37.677384998460184
70895.svg,14344,39.85887300041213
132962.svg,27448,52.093020000029355
55771.svg,21437,25.29587099888886
103243.svg,48450,399.9853909990634
65562.svg,10935,54.71711000063806
4103.svg,18514,46.546165000108886
29112.svg,24109,45.77247800079931
155435.svg,26823,80.01433400022506
149190.svg,23982,109.58822199972929
160443.svg,12025,29.997504001585185
152960.svg,10226,16.016968998883385
190209.svg,31288,12.78624599945033
81272.svg,20452,54.412408000644064
136123.svg,44647,48.651379000148154
64735.svg,10904,21.98691100056749
102169.svg,17056,20.76705400031642
67937.svg,14931,33.22145499987528
69770.svg,36412,68.72835299873259
